date,author,title
2019-05-14 15:37:22+00:00,Gemma Roig,The Algonauts Project: A Platform for Communication between the Sciences of Biological and Artificial Intelligence
2019-05-14 15:37:22+00:00,Alex Andonian,The Algonauts Project: A Platform for Communication between the Sciences of Biological and Artificial Intelligence
2019-05-14 15:37:22+00:00,Kshitij Dwivedi,The Algonauts Project: A Platform for Communication between the Sciences of Biological and Artificial Intelligence
2019-05-14 15:37:22+00:00,Benjamin Lahner,The Algonauts Project: A Platform for Communication between the Sciences of Biological and Artificial Intelligence
2019-05-14 15:37:22+00:00,Alex Lascelles,The Algonauts Project: A Platform for Communication between the Sciences of Biological and Artificial Intelligence
2019-05-14 15:37:22+00:00,Yalda Mohsenzadeh,The Algonauts Project: A Platform for Communication between the Sciences of Biological and Artificial Intelligence
2019-05-14 15:37:22+00:00,Kandan Ramakrishnan,The Algonauts Project: A Platform for Communication between the Sciences of Biological and Artificial Intelligence
2019-05-14 15:37:22+00:00,Aude Oliva,The Algonauts Project: A Platform for Communication between the Sciences of Biological and Artificial Intelligence
2019-05-07 12:15:32+00:00,Sudip Mittal,Cyber-All-Intel: An AI for Security related Threat Intelligence
2019-05-07 12:15:32+00:00,Anupam Joshi,Cyber-All-Intel: An AI for Security related Threat Intelligence
2019-05-07 12:15:32+00:00,Tim Finin,Cyber-All-Intel: An AI for Security related Threat Intelligence
2019-05-02 08:05:59+00:00,Mohsen Annabestani,A knowledge-based intelligent system for control of dirt recognition process in the smart washing machines
2019-05-02 08:05:59+00:00,Alireza Rowhanimanesh,A knowledge-based intelligent system for control of dirt recognition process in the smart washing machines
2019-05-02 08:05:59+00:00,Akram Rezaei,A knowledge-based intelligent system for control of dirt recognition process in the smart washing machines
2019-05-02 08:05:59+00:00,Ladan Avazpour,A knowledge-based intelligent system for control of dirt recognition process in the smart washing machines
2019-05-02 08:05:59+00:00,Fatemeh Sheikhhasani,A knowledge-based intelligent system for control of dirt recognition process in the smart washing machines
2019-05-01 13:41:35+00:00,George Cevora,The relationship between Biological and Artificial Intelligence
2019-04-30 15:55:34+00:00,Gerard Serra,Coevo: a collaborative design platform with artificial agents
2019-04-30 15:55:34+00:00,David Miralles,Coevo: a collaborative design platform with artificial agents
2019-04-29 07:01:50+00:00,Asher Wilk,"Teaching AI, Ethics, Law and Policy"
2019-04-26 09:09:56+00:00,Rongpeng Li,Internet of Intelligence: The Collective Advantage for Advancing Communications and Intelligence
2019-04-26 09:09:56+00:00,Zhifeng Zhao,Internet of Intelligence: The Collective Advantage for Advancing Communications and Intelligence
2019-04-26 09:09:56+00:00,Xing Xu,Internet of Intelligence: The Collective Advantage for Advancing Communications and Intelligence
2019-04-26 09:09:56+00:00,Fei Ni,Internet of Intelligence: The Collective Advantage for Advancing Communications and Intelligence
2019-04-26 09:09:56+00:00,Honggang Zhang,Internet of Intelligence: The Collective Advantage for Advancing Communications and Intelligence
2019-04-23 10:41:11+00:00,Anders Braarud Hanssen,Ethics of Artificial Intelligence Demarcations
2019-04-23 10:41:11+00:00,Stefano Nichele,Ethics of Artificial Intelligence Demarcations
2019-03-30 21:37:22+00:00,Julian Estevez,Using Scratch to Teach Undergraduate Students' Skills on Artificial Intelligence
2019-03-30 21:37:22+00:00,Gorka Garate,Using Scratch to Teach Undergraduate Students' Skills on Artificial Intelligence
2019-03-30 21:37:22+00:00,JM Lopez Guede,Using Scratch to Teach Undergraduate Students' Skills on Artificial Intelligence
2019-03-30 21:37:22+00:00,Manuel Graña,Using Scratch to Teach Undergraduate Students' Skills on Artificial Intelligence
2019-03-20 13:18:15+00:00,Andreas Christ,Artificial Intelligence : from Research to Application ; the Upper-Rhine Artificial Intelligence Symposium (UR-AI 2019)
2019-03-20 13:18:15+00:00,Franz Quint,Artificial Intelligence : from Research to Application ; the Upper-Rhine Artificial Intelligence Symposium (UR-AI 2019)
2019-03-11 17:03:19+00:00,Patrick O'Driscoll,Physics Enhanced Artificial Intelligence
2019-03-11 17:03:19+00:00,Jaehoon Lee,Physics Enhanced Artificial Intelligence
2019-03-11 17:03:19+00:00,Bo Fu,Physics Enhanced Artificial Intelligence
2019-03-07 18:50:10+00:00,Ondrej Kuzelka,Lifted Weight Learning of Markov Logic Networks Revisited
2019-03-07 18:50:10+00:00,Vyacheslav Kungurtsev,Lifted Weight Learning of Markov Logic Networks Revisited
2019-03-07 15:14:42+00:00,Nico Herbig,Integrating Artificial and Human Intelligence for Efficient Translation
2019-03-07 15:14:42+00:00,Santanu Pal,Integrating Artificial and Human Intelligence for Efficient Translation
2019-03-07 15:14:42+00:00,Josef van Genabith,Integrating Artificial and Human Intelligence for Efficient Translation
2019-03-07 15:14:42+00:00,Antonio Krüger,Integrating Artificial and Human Intelligence for Efficient Translation
2019-03-06 04:49:07+00:00,Marwan Mattar,AAAI-2019 Workshop on Games and Simulations for Artificial Intelligence
2019-03-06 04:49:07+00:00,Roozbeh Mottaghi,AAAI-2019 Workshop on Games and Simulations for Artificial Intelligence
2019-03-06 04:49:07+00:00,Julian Togelius,AAAI-2019 Workshop on Games and Simulations for Artificial Intelligence
2019-03-06 04:49:07+00:00,Danny Lange,AAAI-2019 Workshop on Games and Simulations for Artificial Intelligence
2019-03-01 08:45:59+00:00,Anna Dai,Evaluation Mechanism of Collective Intelligence for Heterogeneous Agents Group
2019-03-01 08:45:59+00:00,Zhifeng Zhao,Evaluation Mechanism of Collective Intelligence for Heterogeneous Agents Group
2019-03-01 08:45:59+00:00,Honggang Zhang,Evaluation Mechanism of Collective Intelligence for Heterogeneous Agents Group
2019-03-01 08:45:59+00:00,Rongpeng Li,Evaluation Mechanism of Collective Intelligence for Heterogeneous Agents Group
2019-03-01 08:45:59+00:00,Yugeng Zhou,Evaluation Mechanism of Collective Intelligence for Heterogeneous Agents Group
2019-02-27 21:49:29+00:00,Yitao Liang,Learning Logistic Circuits
2019-02-27 21:49:29+00:00,Guy Van den Broeck,Learning Logistic Circuits
2019-02-26 17:59:55+00:00,Alexander Kott,Intelligent Autonomous Things on the Battlefield
2019-02-26 17:59:55+00:00,Ethan Stump,Intelligent Autonomous Things on the Battlefield
2019-02-26 07:39:58+00:00,Jinyu Yang,Artificial Intelligence in Intelligent Tutoring Robots: A Systematic Review and Design Guidelines
2019-02-26 07:39:58+00:00,Bo Zhang,Artificial Intelligence in Intelligent Tutoring Robots: A Systematic Review and Design Guidelines
2019-02-08 19:54:49+00:00,Russell Jeter,"Does the ""Artificial Intelligence Clinician"" learn optimal treatment strategies for sepsis in intensive care?"
2019-02-08 19:54:49+00:00,Christopher Josef,"Does the ""Artificial Intelligence Clinician"" learn optimal treatment strategies for sepsis in intensive care?"
2019-02-08 19:54:49+00:00,Supreeth Shashikumar,"Does the ""Artificial Intelligence Clinician"" learn optimal treatment strategies for sepsis in intensive care?"
2019-02-08 19:54:49+00:00,Shamim Nemati,"Does the ""Artificial Intelligence Clinician"" learn optimal treatment strategies for sepsis in intensive care?"
2019-02-06 18:38:02+00:00,Nicholas Carlini,Is AmI (Attacks Meet Interpretability) Robust to Adversarial Examples?
2019-02-05 16:26:56+00:00,Dustin Dannenhauer,Dungeon Crawl Stone Soup as an Evaluation Domain for Artificial Intelligence
2019-02-05 16:26:56+00:00,Michael W. Floyd,Dungeon Crawl Stone Soup as an Evaluation Domain for Artificial Intelligence
2019-02-05 16:26:56+00:00,Jonathan Decker,Dungeon Crawl Stone Soup as an Evaluation Domain for Artificial Intelligence
2019-02-05 16:26:56+00:00,David W. Aha,Dungeon Crawl Stone Soup as an Evaluation Domain for Artificial Intelligence
2019-02-04 18:26:12+00:00,M. H. Calp,Evaluation of Multidisciplinary Effects of Artificial Intelligence with Optimization Perspective
2019-01-31 02:47:16+00:00,Mark O. Riedl,Human-Centered Artificial Intelligence and Machine Learning
2019-01-16 17:42:43+00:00,Gregory D. Hager,Artificial Intelligence for Social Good
2019-01-16 17:42:43+00:00,Ann Drobnis,Artificial Intelligence for Social Good
2019-01-16 17:42:43+00:00,Fei Fang,Artificial Intelligence for Social Good
2019-01-16 17:42:43+00:00,Rayid Ghani,Artificial Intelligence for Social Good
2019-01-16 17:42:43+00:00,Amy Greenwald,Artificial Intelligence for Social Good
2019-01-16 17:42:43+00:00,Terah Lyons,Artificial Intelligence for Social Good
2019-01-16 17:42:43+00:00,David C. Parkes,Artificial Intelligence for Social Good
2019-01-16 17:42:43+00:00,Jason Schultz,Artificial Intelligence for Social Good
2019-01-16 17:42:43+00:00,Suchi Saria,Artificial Intelligence for Social Good
2019-01-16 17:42:43+00:00,Stephen F. Smith,Artificial Intelligence for Social Good
2019-01-16 17:42:43+00:00,Milind Tambe,Artificial Intelligence for Social Good
2019-01-15 15:34:35+00:00,German Diez-Valencia,Sensorimotor learning for artificial body perception
2019-01-15 15:34:35+00:00,Takuya Ohashi,Sensorimotor learning for artificial body perception
2019-01-15 15:34:35+00:00,Pablo Lanillos,Sensorimotor learning for artificial body perception
2019-01-15 15:34:35+00:00,Gordon Cheng,Sensorimotor learning for artificial body perception
2019-01-09 20:16:44+00:00,Jobst Landgrebe,Making AI meaningful again
2019-01-09 20:16:44+00:00,Barry Smith,Making AI meaningful again
2019-01-06 19:57:24+00:00,Fernando J. Corbacho,Towards Self-constructive Artificial Intelligence: Algorithmic basis (Part I)
2019-01-04 05:21:29+00:00,Satyarth Vaidya,Brief Review of Computational Intelligence Algorithms
2019-01-04 05:21:29+00:00,Arshveer Kaur,Brief Review of Computational Intelligence Algorithms
2019-01-04 05:21:29+00:00,Lavika Goel,Brief Review of Computational Intelligence Algorithms
2018-12-30 11:00:48+00:00,Yew-Soon Ong,AIR5: Five Pillars of Artificial Intelligence Research
2018-12-30 11:00:48+00:00,Abhishek Gupta,AIR5: Five Pillars of Artificial Intelligence Research
2018-12-27 10:29:47+00:00,Karl Schlechta,"KI, Philosophie, Logik"
2018-12-17 18:51:48+00:00,William W. Streilein,Proceedings of the Artificial Intelligence for Cyber Security (AICS) Workshop 2019
2018-12-17 18:51:48+00:00,Brad Dillman,Proceedings of the Artificial Intelligence for Cyber Security (AICS) Workshop 2019
2018-12-14 06:06:29+00:00,Bo Zhang,The Entropy of Artificial Intelligence and a Case Study of AlphaZero from Shannon's Perspective
2018-12-14 06:06:29+00:00,Bin Chen,The Entropy of Artificial Intelligence and a Case Study of AlphaZero from Shannon's Perspective
2018-12-14 06:06:29+00:00,Jin-lin Peng,The Entropy of Artificial Intelligence and a Case Study of AlphaZero from Shannon's Perspective
2018-12-12 05:43:57+00:00,Yi Zeng,Linking Artificial Intelligence Principles
2018-12-12 05:43:57+00:00,Enmeng Lu,Linking Artificial Intelligence Principles
2018-12-12 05:43:57+00:00,Cunqing Huangfu,Linking Artificial Intelligence Principles
2018-12-12 01:40:51+00:00,Emanuel Diamant,Designing Artificial Cognitive Architectures: Brain Inspired or Biologically Inspired?
2018-12-07 09:18:01+00:00,Han Yu,Building Ethics into Artificial Intelligence
2018-12-07 09:18:01+00:00,Zhiqi Shen,Building Ethics into Artificial Intelligence
2018-12-07 09:18:01+00:00,Chunyan Miao,Building Ethics into Artificial Intelligence
2018-12-07 09:18:01+00:00,Cyril Leung,Building Ethics into Artificial Intelligence
2018-12-07 09:18:01+00:00,Victor R. Lesser,Building Ethics into Artificial Intelligence
2018-12-07 09:18:01+00:00,Qiang Yang,Building Ethics into Artificial Intelligence
2018-12-05 20:47:11+00:00,John Hooker,Truly Autonomous Machines Are Ethical
2018-12-03 23:49:37+00:00,Debasis Mitra,Selected Qualitative Spatio-temporal Calculi Developed for Constraint Reasoning: A Review
2018-12-01 04:01:03+00:00,Yujian Li,Theory of Cognitive Relativity: A Promising Paradigm for True AI
2018-11-27 06:58:59+00:00,Thomas G. Dietterich,Robust Artificial Intelligence and Robust Human Organizations
2018-11-26 23:26:36+00:00,Vincent Conitzer,Can Artificial Intelligence Do Everything That We Can?
2018-11-25 01:31:38+00:00,Bo Zhang,An Unified Intelligence-Communication Model for Multi-Agent System Part-I: Overview
2018-11-25 01:31:38+00:00,Bin Chen,An Unified Intelligence-Communication Model for Multi-Agent System Part-I: Overview
2018-11-25 01:31:38+00:00,Jinyu Yang,An Unified Intelligence-Communication Model for Multi-Agent System Part-I: Overview
2018-11-25 01:31:38+00:00,Wenjing Yang,An Unified Intelligence-Communication Model for Multi-Agent System Part-I: Overview
2018-11-25 01:31:38+00:00,Jiankang Zhang,An Unified Intelligence-Communication Model for Multi-Agent System Part-I: Overview
2018-11-21 15:44:10+00:00,Miao Yao,Artificial Intelligence-Defined 5G Radio Access Networks
2018-11-21 15:44:10+00:00,Munawwar Sohul,Artificial Intelligence-Defined 5G Radio Access Networks
2018-11-21 15:44:10+00:00,Vuk Marojevic,Artificial Intelligence-Defined 5G Radio Access Networks
2018-11-21 15:44:10+00:00,Jeffrey H. Reed,Artificial Intelligence-Defined 5G Radio Access Networks
2018-11-15 18:49:16+00:00,Andreas M. Hein,Artificial Intelligence for Interstellar Travel
2018-11-15 18:49:16+00:00,Stephen Baxter,Artificial Intelligence for Interstellar Travel
2018-11-08 19:19:53+00:00,Jason M. Pittman,Stovepiping and Malicious Software: A Critical Review of AGI Containment
2018-11-08 19:19:53+00:00,Jesus P. Espinoza,Stovepiping and Malicious Software: A Critical Review of AGI Containment
2018-11-08 19:19:53+00:00,Courtney Crosby,Stovepiping and Malicious Software: A Critical Review of AGI Containment
2018-11-07 22:05:45+00:00,Tim Miller,Contrastive Explanation: A Structural-Model Approach
2018-11-06 18:37:04+00:00,Paul Yaworsky,A Model for General Intelligence
2018-10-22 23:40:20+00:00,Tae Wan Kim,"Explainable artificial intelligence (XAI), the goodness criteria and the grasp-ability test"
2018-10-22 09:05:57+00:00,Sandra Castellanos-Paez,Mining useful Macro-actions in Planning
2018-10-22 09:05:57+00:00,Damien Pellier,Mining useful Macro-actions in Planning
2018-10-22 09:05:57+00:00,Humbert Fiorino,Mining useful Macro-actions in Planning
2018-10-22 09:05:57+00:00,Sylvie Pesty,Mining useful Macro-actions in Planning
2018-10-16 23:06:48+00:00,Rafik Hadfi,Solving Tree Problems with Category Theory
2018-10-16 10:55:58+00:00,David Manheim,Multiparty Dynamics and Failure Modes for Machine Learning and Artificial Intelligence
2018-10-14 11:40:30+00:00,Frank Stein,AAAI FSS-18: Artificial Intelligence in Government and Public Sector Proceedings
2018-10-14 11:40:30+00:00,Alun Preece,AAAI FSS-18: Artificial Intelligence in Government and Public Sector Proceedings
2018-10-14 11:40:30+00:00,Mihai Boicu,AAAI FSS-18: Artificial Intelligence in Government and Public Sector Proceedings
2018-10-14 02:37:46+00:00,Selmer Bringsjord,"Tentacular Artificial Intelligence, and the Architecture Thereof, Introduced"
2018-10-14 02:37:46+00:00,Naveen Sundar Govindarajulu,"Tentacular Artificial Intelligence, and the Architecture Thereof, Introduced"
2018-10-14 02:37:46+00:00,Atriya Sen,"Tentacular Artificial Intelligence, and the Architecture Thereof, Introduced"
2018-10-14 02:37:46+00:00,Matthew Peveler,"Tentacular Artificial Intelligence, and the Architecture Thereof, Introduced"
2018-10-14 02:37:46+00:00,Biplav Srivastava,"Tentacular Artificial Intelligence, and the Architecture Thereof, Introduced"
2018-10-14 02:37:46+00:00,Kartik Talamadupula,"Tentacular Artificial Intelligence, and the Architecture Thereof, Introduced"
2018-10-02 20:01:43+00:00,Roman V. Yampolskiy,Human Indignity: From Legal AI Personhood to Selfish Memes
2018-09-27 16:10:01+00:00,Zheng Xie,AlphaGomoku: An AlphaGo-based Gomoku Artificial Intelligence using Curriculum Learning
2018-09-27 16:10:01+00:00,XingYu Fu,AlphaGomoku: An AlphaGo-based Gomoku Artificial Intelligence using Curriculum Learning
2018-09-27 16:10:01+00:00,JinYuan Yu,AlphaGomoku: An AlphaGo-based Gomoku Artificial Intelligence using Curriculum Learning
2018-09-27 00:17:18+00:00,Edward Raff,Growing and Retaining AI Talent for the United States Government
2018-09-24 13:02:09+00:00,Tuncay Yigit,Robotics Rights and Ethics Rules
2018-09-24 13:02:09+00:00,Utku Kose,Robotics Rights and Ethics Rules
2018-09-24 13:02:09+00:00,Nilgun Sengoz,Robotics Rights and Ethics Rules
2018-09-21 12:29:27+00:00,John Kingston,Conducting Feasibility Studies for Knowledge Based Systems
2018-09-20 22:15:06+00:00,Lance Kaplan,Uncertainty Aware AI ML: Why and How
2018-09-20 22:15:06+00:00,Federico Cerutti,Uncertainty Aware AI ML: Why and How
2018-09-20 22:15:06+00:00,Murat Sensoy,Uncertainty Aware AI ML: Why and How
2018-09-20 22:15:06+00:00,Alun Preece,Uncertainty Aware AI ML: Why and How
2018-09-20 22:15:06+00:00,Paul Sullivan,Uncertainty Aware AI ML: Why and How
2018-09-20 20:29:56+00:00,Kirsten Lloyd,Bias Amplification in Artificial Intelligence Systems
2018-09-12 21:29:20+00:00,Jiahao Chen,Fair lending needs explainable models for responsible recommendation
2018-09-11 15:02:24+00:00,Fei Deng,Abstraction Learning
2018-09-11 15:02:24+00:00,Jinsheng Ren,Abstraction Learning
2018-09-11 15:02:24+00:00,Feng Chen,Abstraction Learning
2018-09-06 03:46:01+00:00,Kory W. Mathewson,Improbotics: Exploring the Imitation Game using Machine Intelligence in Improvised Theatre
2018-09-06 03:46:01+00:00,Piotr Mirowski,Improbotics: Exploring the Imitation Game using Machine Intelligence in Improvised Theatre
2018-08-26 03:12:50+00:00,Xiaolin Zheng,FinBrain: When Finance Meets AI 2.0
2018-08-26 03:12:50+00:00,Mengying Zhu,FinBrain: When Finance Meets AI 2.0
2018-08-26 03:12:50+00:00,Qibing Li,FinBrain: When Finance Meets AI 2.0
2018-08-26 03:12:50+00:00,Chaochao Chen,FinBrain: When Finance Meets AI 2.0
2018-08-26 03:12:50+00:00,Yanchao Tan,FinBrain: When Finance Meets AI 2.0
2018-08-25 14:36:00+00:00,Pascal Hitzler,A Tutorial on Modular Ontology Modeling with Ontology Design Patterns: The Cooking Recipes Ontology
2018-08-25 14:36:00+00:00,Adila Krisnadhi,A Tutorial on Modular Ontology Modeling with Ontology Design Patterns: The Cooking Recipes Ontology
2018-08-23 18:38:26+00:00,Barbara J. Grosz,A Century Long Commitment to Assessing Artificial Intelligence and its Impact on Society
2018-08-23 18:38:26+00:00,Peter Stone,A Century Long Commitment to Assessing Artificial Intelligence and its Impact on Society
2018-08-20 21:49:13+00:00,Albert Ierusalem,Catastrophic Importance of Catastrophic Forgetting
2018-08-11 00:14:33+00:00,Michaël Trazzi,Building Safer AGI by introducing Artificial Stupidity
2018-08-11 00:14:33+00:00,Roman V. Yampolskiy,Building Safer AGI by introducing Artificial Stupidity
2018-08-01 08:27:27+00:00,Amir Ramezani Dooraki,"Experience, Imitation and Reflection; Confucius' Conjecture and Machine Learning"
2018-07-21 19:37:25+00:00,Bo Xing,Creativity and Artificial Intelligence: A Digital Art Perspective
2018-07-21 19:37:25+00:00,Tshilidzi Marwala,Creativity and Artificial Intelligence: A Digital Art Perspective
2018-06-29 19:49:09+00:00,Anand Venkatesan,AI in Game Playing: Sokoban Solver
2018-06-29 19:49:09+00:00,Atishay Jain,AI in Game Playing: Sokoban Solver
2018-06-29 19:49:09+00:00,Rakesh Grewal,AI in Game Playing: Sokoban Solver
2018-06-27 15:02:08+00:00,Haris Gacanin,Autonomous Wireless Systems with Artificial Intelligence
2018-06-19 16:50:46+00:00,Anton Kolonin,A Reputation System for Artificial Societies
2018-06-19 16:50:46+00:00,Ben Goertzel,A Reputation System for Artificial Societies
2018-06-19 16:50:46+00:00,Deborah Duong,A Reputation System for Artificial Societies
2018-06-19 16:50:46+00:00,Matt Ikle,A Reputation System for Artificial Societies
2018-06-13 09:29:42+00:00,Dimiter Dobrev,The IQ of Artificial Intelligence
2018-06-09 17:01:27+00:00,Feng Liu,Research on Artificial Intelligence Ethics Based on the Evolution of Population Knowledge Base
2018-06-09 17:01:27+00:00,Yong Shi,Research on Artificial Intelligence Ethics Based on the Evolution of Population Knowledge Base
2018-06-06 12:06:33+00:00,Abel Torres Montoya,A New Framework for Machine Intelligence: Concepts and Prototype
2018-05-07 21:32:56+00:00,Thomio Watanabe,Verisimilar Percept Sequences Tests for Autonomous Driving Intelligent Agent Assessment
2018-05-07 21:32:56+00:00,Denis Wolf,Verisimilar Percept Sequences Tests for Autonomous Driving Intelligent Agent Assessment
2018-05-07 07:21:42+00:00,Nikita Tomin,"The Concept of the Deep Learning-Based System ""Artificial Dispatcher"" to Power System Control and Dispatch"
2018-05-07 07:21:42+00:00,Victor Kurbatsky,"The Concept of the Deep Learning-Based System ""Artificial Dispatcher"" to Power System Control and Dispatch"
2018-05-07 07:21:42+00:00,Michael Negnevitsky,"The Concept of the Deep Learning-Based System ""Artificial Dispatcher"" to Power System Control and Dispatch"
2018-04-25 10:24:41+00:00,Shabnam Sadeghi Esfahlani,Intelligent Physiotherapy Through Procedural Content Generation
2018-04-25 10:24:41+00:00,Tommy Thompson,Intelligent Physiotherapy Through Procedural Content Generation
2018-04-10 10:29:14+00:00,Wojciech Skaba,The AGINAO Self-Programming Engine
2018-04-01 23:12:30+00:00,Jahanzaib Shabbir,Artificial Intelligence and its Role in Near Future
2018-04-01 23:12:30+00:00,Tarique Anwer,Artificial Intelligence and its Role in Near Future
2018-03-20 22:15:14+00:00,Alexander Kott,Challenges and Characteristics of Intelligent Autonomy for Internet of Battle Things in Highly Adversarial Environments
2018-03-17 20:08:49+00:00,Spyridon Samothrakis,Viewpoint: Artificial Intelligence and Labour
2018-03-09 07:59:21+00:00,Alexander Boer,Institutional Metaphors for Designing Large-Scale Distributed AI versus AI Techniques for Running Institutions
2018-03-09 07:59:21+00:00,Giovanni Sileno,Institutional Metaphors for Designing Large-Scale Distributed AI versus AI Techniques for Running Institutions
2018-03-08 15:22:37+00:00,Aleksei Triastcyn,Generating Artificial Data for Private Deep Learning
2018-03-08 15:22:37+00:00,Boi Faltings,Generating Artificial Data for Private Deep Learning
2018-03-07 17:40:06+00:00,Paul Yaworsky,Realizing Intelligence
2018-02-21 20:11:28+00:00,John Kingston,Artificial Intelligence and Legal Liability
2018-02-16 18:51:27+00:00,Peter Kokol,Artificial intelligence and pediatrics: A synthetic mini review
2018-02-16 18:51:27+00:00,Jernej Završnik,Artificial intelligence and pediatrics: A synthetic mini review
2018-02-16 18:51:27+00:00,Helena Blažun Vošner,Artificial intelligence and pediatrics: A synthetic mini review
2018-02-13 03:10:59+00:00,Tshilidzi Marwala,Blockchain and Artificial Intelligence
2018-02-13 03:10:59+00:00,Bo Xing,Blockchain and Artificial Intelligence
2018-02-09 19:18:21+00:00,Cédric Beaulac,Narrow Artificial Intelligence with Machine Learning for Real-Time Estimation of a Mobile Agents Location Using Hidden Markov Models
2018-02-09 19:18:21+00:00,Fabrice Larribe,Narrow Artificial Intelligence with Machine Learning for Real-Time Estimation of a Mobile Agents Location Using Hidden Markov Models
2018-01-28 23:45:17+00:00,Jason M. Pittman,A Cyber Science Based Ontology for Artificial General Intelligence Containment
2018-01-28 23:45:17+00:00,Courtney Crosby,A Cyber Science Based Ontology for Artificial General Intelligence Containment
2018-01-17 14:05:21+00:00,Gary Marcus,"Innateness, AlphaZero, and Artificial Intelligence"
2018-01-08 21:11:54+00:00,Andrey Chistyakov,Multilayered Model of Speech
2018-01-03 19:13:14+00:00,Tanya Khovanova,Coins and Logic
2018-01-02 15:19:52+00:00,Feng Liu,Analysis of the Relation between Artificial Intelligence and the Internet from the Perspective of Brain Science
2018-01-02 15:19:52+00:00,Yong Shi,Analysis of the Relation between Artificial Intelligence and the Internet from the Perspective of Brain Science
2018-01-02 15:19:52+00:00,Peijia Lia,Analysis of the Relation between Artificial Intelligence and the Internet from the Perspective of Brain Science
2017-12-24 05:10:42+00:00,Alan F. T. Winfield,How Intelligent is your Intelligent Robot?
2017-12-14 17:49:04+00:00,Feng Liu,Three IQs of AI Systems and their Testing Methods
2017-12-14 17:49:04+00:00,Yong Shi,Three IQs of AI Systems and their Testing Methods
2017-12-14 17:49:04+00:00,Ying Liu,Three IQs of AI Systems and their Testing Methods
2017-12-11 20:53:47+00:00,Roman V. Yampolskiy,Detecting Qualia in Natural and Artificial Agents
2017-12-08 12:23:13+00:00,Zengkun Li,A Heuristic Search Algorithm Using the Stability of Learning Algorithms in Certain Scenarios as the Fitness Function: An Artificial General Intelligence Engineering Approach
2017-11-27 15:13:53+00:00,Clemente Rubio-Manzano,"How linguistic descriptions of data can help to the teaching-learning process in higher education, case of study: artificial intelligence"
2017-11-27 15:13:53+00:00,Tomas Lermanda Senoceain,"How linguistic descriptions of data can help to the teaching-learning process in higher education, case of study: artificial intelligence"
2017-11-15 16:52:48+00:00,Isa Inuwa-Dutse,Introduction to intelligent computing unit 1
2017-11-12 15:19:56+00:00,Joshua S. Gans,Self-Regulating Artificial General Intelligence
2017-10-23 10:37:50+00:00,Fabio Massimo Zanzotto,Human-in-the-loop Artificial Intelligence
2017-10-10 18:24:34+00:00,Hang Ma,AI Buzzwords Explained: Multi-Agent Path Finding (MAPF)
2017-10-10 18:24:34+00:00,Sven Koenig,AI Buzzwords Explained: Multi-Agent Path Finding (MAPF)
2017-10-04 03:14:40+00:00,Hang Ma,Feasibility Study: Moving Non-Homogeneous Teams in Congested Video Game Environments
2017-10-04 03:14:40+00:00,Jingxing Yang,Feasibility Study: Moving Non-Homogeneous Teams in Congested Video Game Environments
2017-10-04 03:14:40+00:00,Liron Cohen,Feasibility Study: Moving Non-Homogeneous Teams in Congested Video Game Environments
2017-10-04 03:14:40+00:00,T. K. Satish Kumar,Feasibility Study: Moving Non-Homogeneous Teams in Congested Video Game Environments
2017-10-04 03:14:40+00:00,Sven Koenig,Feasibility Study: Moving Non-Homogeneous Teams in Congested Video Game Environments
2017-09-29 05:43:39+00:00,Feng Liu,Intelligence Quotient and Intelligence Grade of Artificial Intelligence
2017-09-29 05:43:39+00:00,Yong Shi,Intelligence Quotient and Intelligence Grade of Artificial Intelligence
2017-09-29 05:43:39+00:00,Ying Liu,Intelligence Quotient and Intelligence Grade of Artificial Intelligence
2017-09-08 17:45:30+00:00,Eray Özkural,"Ultimate Intelligence Part III: Measures of Intelligence, Perception and Intelligent Agents"
2017-09-05 18:38:07+00:00,Ivan Y. Tyukin,Knowledge Transfer Between Artificial Intelligence Systems
2017-09-05 18:38:07+00:00,Alexander N. Gorban,Knowledge Transfer Between Artificial Intelligence Systems
2017-09-05 18:38:07+00:00,Konstantin Sofeikov,Knowledge Transfer Between Artificial Intelligence Systems
2017-09-05 18:38:07+00:00,Ilya Romanenko,Knowledge Transfer Between Artificial Intelligence Systems
2017-08-28 12:53:49+00:00,Wojciech Samek,"Explainable Artificial Intelligence: Understanding, Visualizing and Interpreting Deep Learning Models"
2017-08-28 12:53:49+00:00,Thomas Wiegand,"Explainable Artificial Intelligence: Understanding, Visualizing and Interpreting Deep Learning Models"
2017-08-28 12:53:49+00:00,Klaus-Robert Müller,"Explainable Artificial Intelligence: Understanding, Visualizing and Interpreting Deep Learning Models"
2017-07-27 20:16:32+00:00,Admela Jukan,Evolution towards Smart Optical Networking: Where Artificial Intelligence (AI) meets the World of Photonics
2017-07-27 20:16:32+00:00,Mohit Chamania,Evolution towards Smart Optical Networking: Where Artificial Intelligence (AI) meets the World of Photonics
2017-07-24 18:33:18+00:00,James Babcock,Guidelines for Artificial Intelligence Containment
2017-07-24 18:33:18+00:00,Janos Kramar,Guidelines for Artificial Intelligence Containment
2017-07-24 18:33:18+00:00,Roman V. Yampolskiy,Guidelines for Artificial Intelligence Containment
2017-07-15 19:46:25+00:00,Decebal Constantin Mocanu,Scalable Training of Artificial Neural Networks with Adaptive Sparse Connectivity inspired by Network Science
2017-07-15 19:46:25+00:00,Elena Mocanu,Scalable Training of Artificial Neural Networks with Adaptive Sparse Connectivity inspired by Network Science
